Electoral District Number/Numéro de circonscription,Electoral District Name_English/Nom de circonscription_Anglais,Electoral District Name_French/Nom de circonscription_Français,Polling Station Number/Numéro du bureau de scrutin,Polling Station Name/Nom du bureau de scrutin,Void Poll Indicator/Indicateur de bureau supprimé,No Poll Held Indicator/Indicateur de bureau sans scrutin,Merge With/Fusionné avec,Rejected Ballots for Polling Station/Bulletins rejetés du bureau,Electors for Polling Station/Électeurs du bureau,Candidate’s Family Name/Nom de famille du candidat,Candidate’s Middle Name/Second prénom du candidat,Candidate’s First Name/Prénom du candidat,Political Affiliation Name_English/Appartenance politique_Anglais,Political Affiliation Name_French/Appartenance politique_Français,Incumbent Indicator/Indicateur_Candidat sortant,Elected Candidate Indicator/Indicateur du candidat élu,Candidate Poll Votes Count/Votes du candidat pour le bureau
48027,"Medicine Hat--Cardston--Warner","Medicine Hat--Cardston--Warner"," 6","Dunmore",N,N,"",0,414,"Turner","","John Clayton","Independent","Indépendant",N,N,0
48027,"Medicine Hat--Cardston--Warner","Medicine Hat--Cardston--Warner"," 6","Dunmore",N,N,"",0,414,"Weir","","Erin","NDP-New Democratic Party","NPD-Nouveau Parti démocratique",N,N,6
48027,"Medicine Hat--Cardston--Warner","Medicine Hat--Cardston--Warner"," 7","Dunmore",N,N,"",0,387,"Allan","","Glen","Liberal","Libéral",N,N,14
48027,"Medicine Hat--Cardston--Warner","Medicine Hat--Cardston--Warner"," 7","Dunmore",N,N,"",0,387,"Hillyer","","Jim","Conservative","Conservateur",Y,Y,202
48027,"Medicine Hat--Cardston--Warner","Medicine Hat--Cardston--Warner"," 7","Dunmore",N,N,"",0,387,"Smith","","Brent","Green Party","Parti Vert",N,N,2
48027,"Medicine Hat--Cardston--Warner","Medicine Hat--Cardston--Warner"," 7","Dunmore",N,N,"",0,387,"Turner","","John Clayton","Independent","Indépendant",N,N,1
48027,"Medicine Hat--Cardston--Warner","Medicine Hat--Cardston--Warner"," 7","Dunmore",N,N,"",0,387,"Weir","","Erin","NDP-New Democratic Party","NPD-Nouveau Parti démocratique",N,N,14
48027,"Medicine Hat--Cardston--Warner","Medicine Hat--Cardston--Warner"," 8","Bowell",N,N,"",1,262,"Allan","","Glen","Liberal","Libéral",N,N,17
48027,"Medicine Hat--Cardston--Warner","Medicine Hat--Cardston--Warner"," 8","Bowell",N,N,"",1,262,"Hillyer","","Jim","Conservative","Conservateur",Y,Y,128
48027,"Medicine Hat--Cardston--Warner","Medicine Hat--Cardston--Warner"," 8","Bowell",N,N,"",1,262,"Smith","","Brent","Green Party","Parti Vert",N,N,0
48027,"Medicine Hat--Cardston--Warner","Medicine Hat--Cardston--Warner"," 8","Bowell",N,N,"",1,262,"Turner","","John Clayton","Independent","Indépendant",N,N,0
48027,"Medicine Hat--Cardston--Warner","Medicine Hat--Cardston--Warner"," 8","Bowell",N,N,"",1,262,"Weir","","Erin","NDP-New Democratic Party","NPD-Nouveau Parti démocratique",N,N,2
48027,"Medicine Hat--Cardston--Warner","Medicine Hat--Cardston--Warner"," 9","Redcliff",N,N,"",1,401,"Allan","","Glen","Liberal","Libéral",N,N,33
48027,"Medicine Hat--Cardston--Warner","Medicine Hat--Cardston--Warner"," 9","Redcliff",N,N,"",1,401,"Hillyer","","Jim","Conservative","Conservateur",Y,Y,119
48027,"Medicine Hat--Cardston--Warner","Medicine Hat--Cardston--Warner"," 9","Redcliff",N,N,"",1,401,"Smith","","Brent","Green Party","Parti Vert",N,N,10
48027,"Medicine Hat--Cardston--Warner","Medicine Hat--Cardston--Warner"," 9","Redcliff",N,N,"",1,401,"Turner","","John Clayton","Independent","Indépendant",N,N,1
48027,"Medicine Hat--Cardston--Warner","Medicine Hat--Cardston--Warner"," 9","Redcliff",N,N,"",1,401,"Weir","","Erin","NDP-New Democratic Party","NPD-Nouveau Parti démocratique",N,N,14
48027,"Medicine Hat--Cardston--Warner","Medicine Hat--Cardston--Warner"," 10","Redcliff",N,N,"",0,429,"Allan","","Glen","Liberal","Libéral",N,N,40
48027,"Medicine Hat--Cardston--Warner","Medicine Hat--Cardston--Warner"," 10","Redcliff",N,N,"",0,429,"Hillyer","","Jim","Conservative","Conservateur",Y,Y,148
48027,"Medicine Hat--Cardston--Warner","Medicine Hat--Cardston--Warner"," 10","Redcliff",N,N,"",0,429,"Smith","","Brent","Green Party","Parti Vert",N,N,5
48027,"Medicine Hat--Cardston--Warner","Medicine Hat--Cardston--Warner"," 10","Redcliff",N,N,"",0,429,"Turner","","John Clayton","Independent","Indépendant",N,N,4
48027,"Medicine Hat--Cardston--Warner","Medicine Hat--Cardston--Warner"," 10","Redcliff",N,N,"",0,429,"Weir","","Erin","NDP-New Democratic Party","NPD-Nouveau Parti démocratique",N,N,15
48027,"Medicine Hat--Cardston--Warner","Medicine Hat--Cardston--Warner"," 11","Redcliff",N,N,"",0,387,"Allan","","Glen","Liberal","Libéral",N,N,48
48027,"Medicine Hat--Cardston--Warner","Medicine Hat--Cardston--Warner"," 11","Redcliff",N,N,"",0,387,"Hillyer","","Jim","Conservative","Conservateur",Y,Y,139
48027,"Medicine Hat--Cardston--Warner","Medicine Hat--Cardston--Warner"," 11","Redcliff",N,N,"",0,387,"Smith","","Brent","Green Party","Parti Vert",N,N,6
48027,"Medicine Hat--Cardston--Warner","Medicine Hat--Cardston--Warner"," 11","Redcliff",N,N,"",0,387,"Turner","","John Clayton","Independent","Indépendant",N,N,4
48027,"Medicine Hat--Cardston--Warner","Medicine Hat--Cardston--Warner"," 11","Redcliff",N,N,"",0,387,"Weir","","Erin","NDP-New Democratic Party","NPD-Nouveau Parti démocratique",N,N,25
48027,"Medicine Hat--Cardston--Warner","Medicine Hat--Cardston--Warner"," 12","Redcliff",N,N,"",1,399,"Allan","","Glen","Liberal","Libéral",N,N,42
48027,"Medicine Hat--Cardston--Warner","Medicine Hat--Cardston--Warner"," 12","Redcliff",N,N,"",1,399,"Hillyer","","Jim","Conservative","Conservateur",Y,Y,120
48027,"Medicine Hat--Cardston--Warner","Medicine Hat--Cardston--Warner"," 12","Redcliff",N,N,"",1,399,"Smith","","Brent","Green Party","Parti Vert",N,N,9
48027,"Medicine Hat--Cardston--Warner","Medicine Hat--Cardston--Warner"," 12","Redcliff",N,N,"",1,399,"Turner","","John Clayton","Independent","Indépendant",N,N,5
48027,"Medicine Hat--Cardston--Warner","Medicine Hat--Cardston--Warner"," 12","Redcliff",N,N,"",1,399,"Weir","","Erin","NDP-New Democratic Party","NPD-Nouveau Parti démocratique",N,N,28
48027,"Medicine Hat--Cardston--Warner","Medicine Hat--Cardston--Warner"," 13","Medicine Hat",N,N,"",1,428,"Allan","","Glen","Liberal","Libéral",N,N,54
48027,"Medicine Hat--Cardston--Warner","Medicine Hat--Cardston--Warner"," 13","Medicine Hat",N,N,"",1,428,"Hillyer","","Jim","Conservative","Conservateur",Y,Y,155
48027,"Medicine Hat--Cardston--Warner","Medicine Hat--Cardston--Warner"," 13","Medicine Hat",N,N,"",1,428,"Smith","","Brent","Green Party","Parti Vert",N,N,7
48027,"Medicine Hat--Cardston--Warner","Medicine Hat--Cardston--Warner"," 13","Medicine Hat",N,N,"",1,428,"Turner","","John Clayton","Independent","Indépendant",N,N,2
48027,"Medicine Hat--Cardston--Warner","Medicine Hat--Cardston--Warner"," 13","Medicine Hat",N,N,"",1,428,"Weir","","Erin","NDP-New Democratic Party","NPD-Nouveau Parti démocratique",N,N,26
48027,"Medicine Hat--Cardston--Warner","Medicine Hat--Cardston--Warner"," 14","Medicine Hat",N,N,"",3,440,"Allan","","Glen","Liberal","Libéral",N,N,49
48027,"Medicine Hat--Cardston--Warner","Medicine Hat--Cardston--Warner"," 14","Medicine Hat",N,N,"",3,440,"Hillyer","","Jim","Conservative","Conservateur",Y,Y,160
48027,"Medicine Hat--Cardston--Warner","Medicine Hat--Cardston--Warner"," 14","Medicine Hat",N,N,"",3,440,"Smith","","Brent","Green Party","Parti Vert",N,N,9
48027,"Medicine Hat--Cardston--Warner","Medicine Hat--Cardston--Warner"," 14","Medicine Hat",N,N,"",3,440,"Turner","","John Clayton","Independent","Indépendant",N,N,4
48027,"Medicine Hat--Cardston--Warner","Medicine Hat--Cardston--Warner"," 14","Medicine Hat",N,N,"",3,440,"Weir","","Erin","NDP-New Democratic Party","NPD-Nouveau Parti démocratique",N,N,19
48027,"Medicine Hat--Cardston--Warner","Medicine Hat--Cardston--Warner"," 15","Medicine Hat",N,N,"",0,468,"Allan","","Glen","Liberal","Libéral",N,N,60
48027,"Medicine Hat--Cardston--Warner","Medicine Hat--Cardston--Warner"," 15","Medicine Hat",N,N,"",0,468,"Hillyer","","Jim","Conservative","Conservateur",Y,Y,176
48027,"Medicine Hat--Cardston--Warner","Medicine Hat--Cardston--Warner"," 15","Medicine Hat",N,N,"",0,468,"Smith","","Brent","Green Party","Parti Vert",N,N,5
48027,"Medicine Hat--Cardston--Warner","Medicine Hat--Cardston--Warner"," 15","Medicine Hat",N,N,"",0,468,"Turner","","John Clayton","Independent","Indépendant",N,N,4
48027,"Medicine Hat--Cardston--Warner","Medicine Hat--Cardston--Warner"," 15","Medicine Hat",N,N,"",0,468,"Weir","","Erin","NDP-New Democratic Party","NPD-Nouveau Parti démocratique",N,N,30
48027,"Medicine Hat--Cardston--Warner","Medicine Hat--Cardston--Warner"," 16","Medicine Hat",N,N,"",1,455,"Allan","","Glen","Liberal","Libéral",N,N,61
48027,"Medicine Hat--Cardston--Warner","Medicine Hat--Cardston--Warner"," 16","Medicine Hat",N,N,"",1,455,"Hillyer","","Jim","Conservative","Conservateur",Y,Y,158
48027,"Medicine Hat--Cardston--Warner","Medicine Hat--Cardston--Warner"," 16","Medicine Hat",N,N,"",1,455,"Smith","","Brent","Green Party","Parti Vert",N,N,10
48027,"Medicine Hat--Cardston--Warner","Medicine Hat--Cardston--Warner"," 16","Medicine Hat",N,N,"",1,455,"Turner","","John Clayton","Independent","Indépendant",N,N,5
48027,"Medicine Hat--Cardston--Warner","Medicine Hat--Cardston--Warner"," 16","Medicine Hat",N,N,"",1,455,"Weir","","Erin","NDP-New Democratic Party","NPD-Nouveau Parti démocratique",N,N,31
48027,"Medicine Hat--Cardston--Warner","Medicine Hat--Cardston--Warner"," 17","Redcliff",N,N,"",1,441,"Allan","","Glen","Liberal","Libéral",N,N,50
48027,"Medicine Hat--Cardston--Warner","Medicine Hat--Cardston--Warner"," 17","Redcliff",N,N,"",1,441,"Hillyer","","Jim","Conservative","Conservateur",Y,Y,145
48027,"Medicine Hat--Cardston--Warner","Medicine Hat--Cardston--Warner"," 17","Redcliff",N,N,"",1,441,"Smith","","Brent","Green Party","Parti Vert",N,N,11
48027,"Medicine Hat--Cardston--Warner","Medicine Hat--Cardston--Warner"," 17","Redcliff",N,N,"",1,441,"Turner","","John Clayton","Independent","Indépendant",N,N,0
48027,"Medicine Hat--Cardston--Warner","Medicine Hat--Cardston--Warner"," 17","Redcliff",N,N,"",1,441,"Weir","","Erin","NDP-New Democratic Party","NPD-Nouveau Parti démocratique",N,N,16
48027,"Medicine Hat--Cardston--Warner","Medicine Hat--Cardston--Warner"," 18","Redcliff",N,N,"",0,494,"Allan","","Glen","Liberal","Libéral",N,N,52
48027,"Medicine Hat--Cardston--Warner","Medicine Hat--Cardston--Warner"," 18","Redcliff",N,N,"",0,494,"Hillyer","","Jim","Conservative","Conservateur",Y,Y,208
48027,"Medicine Hat--Cardston--Warner","Medicine Hat--Cardston--Warner"," 18","Redcliff",N,N,"",0,494,"Smith","","Brent","Green Party","Parti Vert",N,N,4
48027,"Medicine Hat--Cardston--Warner","Medicine Hat--Cardston--Warner"," 18","Redcliff",N,N,"",0,494,"Turner","","John Clayton","Independent","Indépendant",N,N,3
48027,"Medicine Hat--Cardston--Warner","Medicine Hat--Cardston--Warner"," 18","Redcliff",N,N,"",0,494,"Weir","","Erin","NDP-New Democratic Party","NPD-Nouveau Parti démocratique",N,N,18
48027,"Medicine Hat--Cardston--Warner","Medicine Hat--Cardston--Warner"," 19","Redcliff",N,N,"",1,452,"Allan","","Glen","Liberal","Libéral",N,N,39
48027,"Medicine Hat--Cardston--Warner","Medicine Hat--Cardston--Warner"," 19","Redcliff",N,N,"",1,452,"Hillyer","","Jim","Conservative","Conservateur",Y,Y,187
48027,"Medicine Hat--Cardston--Warner","Medicine Hat--Cardston--Warner"," 19","Redcliff",N,N,"",1,452,"Smith","","Brent","Green Party","Parti Vert",N,N,4
48027,"Medicine Hat--Cardston--Warner","Medicine Hat--Cardston--Warner"," 19","Redcliff",N,N,"",1,452,"Turner","","John Clayton","Independent","Indépendant",N,N,0
48027,"Medicine Hat--Cardston--Warner","Medicine Hat--Cardston--Warner"," 19","Redcliff",N,N,"",1,452,"Weir","","Erin","NDP-New Democratic Party","NPD-Nouveau Parti démocratique",N,N,21
48027,"Medicine Hat--Cardston--Warner","Medicine Hat--Cardston--Warner"," 20","Redcliff",N,N,"",1,466,"Allan","","Glen","Liberal","Libéral",N,N,39
48027,"Medicine Hat--Cardston--Warner","Medicine Hat--Cardston--Warner"," 20","Redcliff",N,N,"",1,466,"Hillyer","","Jim","Conservative","Conservateur",Y,Y,182
48027,"Medicine Hat--Cardston--Warner","Medicine Hat--Cardston--Warner"," 20","Redcliff",N,N,"",1,466,"Smith","","Brent","Green Party","Parti Vert",N,N,7
48027,"Medicine Hat--Cardston--Warner","Medicine Hat--Cardston--Warner"," 20","Redcliff",N,N,"",1,466,"Turner","","John Clayton","Independent","Indépendant",N,N,2
48027,"Medicine Hat--Cardston--Warner","Medicine Hat--Cardston--Warner"," 20","Redcliff",N,N,"",1,466,"Weir","","Erin","NDP-New Democratic Party","NPD-Nouveau Parti démocratique",N,N,6
48027,"Medicine Hat--Cardston--Warner","Medicine Hat--Cardston--Warner"," 21","Redcliff",N,N,"",0,465,"Allan","","Glen","Liberal","Libéral",N,N,23
48027,"Medicine Hat--Cardston--Warner","Medicine Hat--Cardston--Warner"," 21","Redcliff",N,N,"",0,465,"Hillyer","","Jim","Conservative","Conservateur",Y,Y,210
48027,"Medicine Hat--Cardston--Warner","Medicine Hat--Cardston--Warner"," 21","Redcliff",N,N,"",0,465,"Smith","","Brent","Green Party","Parti Vert",N,N,3
48027,"Medicine Hat--Cardston--Warner","Medicine Hat--Cardston--Warner"," 21","Redcliff",N,N,"",0,465,"Turner","","John Clayton","Independent","Indépendant",N,N,5
48027,"Medicine Hat--Cardston--Warner","Medicine Hat--Cardston--Warner"," 21","Redcliff",N,N,"",0,465,"Weir","","Erin","NDP-New Democratic Party","NPD-Nouveau Parti démocratique",N,N,17
48027,"Medicine Hat--Cardston--Warner","Medicine Hat--Cardston--Warner"," 22","Medicine Hat",N,N,"",0,385,"Allan","","Glen","Liberal","Libéral",N,N,44
48027,"Medicine Hat--Cardston--Warner","Medicine Hat--Cardston--Warner"," 22","Medicine Hat",N,N,"",0,385,"Hillyer","","Jim","Conservative","Conservateur",Y,Y,111
48027,"Medicine Hat--Cardston--Warner","Medicine Hat--Cardston--Warner"," 22","Medicine Hat",N,N,"",0,385,"Smith","","Brent","Green Party","Parti Vert",N,N,5
48027,"Medicine Hat--Cardston--Warner","Medicine Hat--Cardston--Warner"," 22","Medicine Hat",N,N,"",0,385,"Turner","","John Clayton","Independent","Indépendant",N,N,2
48027,"Medicine Hat--Cardston--Warner","Medicine Hat--Cardston--Warner"," 22","Medicine Hat",N,N,"",0,385,"Weir","","Erin","NDP-New Democratic Party","NPD-Nouveau Parti démocratique",N,N,15
48027,"Medicine Hat--Cardston--Warner","Medicine Hat--Cardston--Warner"," 23","Medicine Hat",N,N,"",0,428,"Allan","","Glen","Liberal","Libéral",N,N,68
48027,"Medicine Hat--Cardston--Warner","Medicine Hat--Cardston--Warner"," 23","Medicine Hat",N,N,"",0,428,"Hillyer","","Jim","Conservative","Conservateur",Y,Y,113
48027,"Medicine Hat--Cardston--Warner","Medicine Hat--Cardston--Warner"," 23","Medicine Hat",N,N,"",0,428,"Smith","","Brent","Green Party","Parti Vert",N,N,9
48027,"Medicine Hat--Cardston--Warner","Medicine Hat--Cardston--Warner"," 23","Medicine Hat",N,N,"",0,428,"Turner","","John Clayton","Independent","Indépendant",N,N,2
48027,"Medicine Hat--Cardston--Warner","Medicine Hat--Cardston--Warner"," 23","Medicine Hat",N,N,"",0,428,"Weir","","Erin","NDP-New Democratic Party","NPD-Nouveau Parti démocratique",N,N,31
48027,"Medicine Hat--Cardston--Warner","Medicine Hat--Cardston--Warner"," 24","Medicine Hat",N,N,"",2,442,"Allan","","Glen","Liberal","Libéral",N,N,63
48027,"Medicine Hat--Cardston--Warner","Medicine Hat--Cardston--Warner"," 24","Medicine Hat",N,N,"",2,442,"Hillyer","","Jim","Conservative","Conservateur",Y,Y,128
48027,"Medicine Hat--Cardston--Warner","Medicine Hat--Cardston--Warner"," 24","Medicine Hat",N,N,"",2,442,"Smith","","Brent","Green Party","Parti Vert",N,N,9
48027,"Medicine Hat--Cardston--Warner","Medicine Hat--Cardston--Warner"," 24","Medicine Hat",N,N,"",2,442,"Turner","","John Clayton","Independent","Indépendant",N,N,2
48027,"Medicine Hat--Cardston--Warner","Medicine Hat--Cardston--Warner"," 24","Medicine Hat",N,N,"",2,442,"Weir","","Erin","NDP-New Democratic Party","NPD-Nouveau Parti démocratique",N,N,37
48027,"Medicine Hat--Cardston--Warner","Medicine Hat--Cardston--Warner"," 25","Medicine Hat",N,N,"",0,447,"Allan","","Glen","Liberal","Libéral",N,N,57
48027,"Medicine Hat--Cardston--Warner","Medicine Hat--Cardston--Warner"," 25","Medicine Hat",N,N,"",0,447,"Hillyer","","Jim","Conservative","Conservateur",Y,Y,128
48027,"Medicine Hat--Cardston--Warner","Medicine Hat--Cardston--Warner"," 25","Medicine Hat",N,N,"",0,447,"Smith","","Brent","Green Party","Parti Vert",N,N,3
48027,"Medicine Hat--Cardston--Warner","Medicine Hat--Cardston--Warner"," 25","Medicine Hat",N,N,"",0,447,"Turner","","John Clayton","Independent","Indépendant",N,N,3
48027,"Medicine Hat--Cardston--Warner","Medicine Hat--Cardston--Warner"," 25","Medicine Hat",N,N,"",0,447,"Weir","","Erin","NDP-New Democratic Party","NPD-Nouveau Parti démocratique",N,N,35
48027,"Medicine Hat--Cardston--Warner","Medicine Hat--Cardston--Warner"," 26","Medicine Hat",N,N,"",0,420,"Allan","","Glen","Liberal","Libéral",N,N,58
48027,"Medicine Hat--Cardston--Warner","Medicine Hat--Cardston--Warner"," 26","Medicine Hat",N,N,"",0,420,"Hillyer","","Jim","Conservative","Conservateur",Y,Y,170
48027,"Medicine Hat--Cardston--Warner","Medicine Hat--Cardston--Warner"," 26","Medicine Hat",N,N,"",0,420,"Smith","","Brent","Green Party","Parti Vert",N,N,7
48027,"Medicine Hat--Cardston--Warner","Medicine Hat--Cardston--Warner"," 26","Medicine Hat",N,N,"",0,420,"Turner","","John Clayton","Independent","Indépendant",N,N,0
48027,"Medicine Hat--Cardston--Warner","Medicine Hat--Cardston--Warner"," 26","Medicine Hat",N,N,"",0,420,"Weir","","Erin","NDP-New Democratic Party","NPD-Nouveau Parti démocratique",N,N,20
48027,"Medicine Hat--Cardston--Warner","Medicine Hat--Cardston--Warner"," 27","Medicine Hat",N,N,"",0,459,"Allan","","Glen","Liberal","Libéral",N,N,55
48027,"Medicine Hat--Cardston--Warner","Medicine Hat--Cardston--Warner"," 27","Medicine Hat",N,N,"",0,459,"Hillyer","","Jim","Conservative","Conservateur",Y,Y,162
48027,"Medicine Hat--Cardston--Warner","Medicine Hat--Cardston--Warner"," 27","Medicine Hat",N,N,"",0,459,"Smith","","Brent","Green Party","Parti Vert",N,N,6
48027,"Medicine Hat--Cardston--Warner","Medicine Hat--Cardston--Warner"," 27","Medicine Hat",N,N,"",0,459,"Turner","","John Clayton","Independent","Indépendant",N,N,0
48027,"Medicine Hat--Cardston--Warner","Medicine Hat--Cardston--Warner"," 27","Medicine Hat",N,N,"",0,459,"Weir","","Erin","NDP-New Democratic Party","NPD-Nouveau Parti démocratique",N,N,16
48027,"Medicine Hat--Cardston--Warner","Medicine Hat--Cardston--Warner"," 28","Medicine Hat",N,N,"",1,551,"Allan","","Glen","Liberal","Libéral",N,N,73
48027,"Medicine Hat--Cardston--Warner","Medicine Hat--Cardston--Warner"," 28","Medicine Hat",N,N,"",1,551,"Hillyer","","Jim","Conservative","Conservateur",Y,Y,227
48027,"Medicine Hat--Cardston--Warner","Medicine Hat--Cardston--Warner"," 28","Medicine Hat",N,N,"",1,551,"Smith","","Brent","Green Party","Parti Vert",N,N,7
48027,"Medicine Hat--Cardston--Warner","Medicine Hat--Cardston--Warner"," 28","Medicine Hat",N,N,"",1,551,"Turner","","John Clayton","Independent","Indépendant",N,N,2
48027,"Medicine Hat--Cardston--Warner","Medicine Hat--Cardston--Warner"," 28","Medicine Hat",N,N,"",1,551,"Weir","","Erin","NDP-New Democratic Party","NPD-Nouveau Parti démocratique",N,N,14
48027,"Medicine Hat--Cardston--Warner","Medicine Hat--Cardston--Warner"," 29","Medicine Hat",N,N,"",1,466,"Allan","","Glen","Liberal","Libéral",N,N,66
48027,"Medicine Hat--Cardston--Warner","Medicine Hat--Cardston--Warner"," 29","Medicine Hat",N,N,"",1,466,"Hillyer","","Jim","Conservative","Conservateur",Y,Y,196
48027,"Medicine Hat--Cardston--Warner","Medicine Hat--Cardston--Warner"," 29","Medicine Hat",N,N,"",1,466,"Smith","","Brent","Green Party","Parti Vert",N,N,3
48027,"Medicine Hat--Cardston--Warner","Medicine Hat--Cardston--Warner"," 29","Medicine Hat",N,N,"",1,466,"Turner","","John Clayton","Independent","Indépendant",N,N,0
48027,"Medicine Hat--Cardston--Warner","Medicine Hat--Cardston--Warner"," 29","Medicine Hat",N,N,"",1,466,"Weir","","Erin","NDP-New Democratic Party","NPD-Nouveau Parti démocratique",N,N,13
48027,"Medicine Hat--Cardston--Warner","Medicine Hat--Cardston--Warner"," 30","Medicine Hat",N,N,"",1,439,"Allan","","Glen","Liberal","Libéral",N,N,53
