Electoral District Number/Numéro de circonscription,Electoral District Name_English/Nom de circonscription_Anglais,Electoral District Name_French/Nom de circonscription_Français,Polling Station Number/Numéro du bureau de scrutin,Polling Station Name/Nom du bureau de scrutin,Void Poll Indicator/Indicateur de bureau supprimé,No Poll Held Indicator/Indicateur de bureau sans scrutin,Merge With/Fusionné avec,Rejected Ballots for Polling Station/Bulletins rejetés du bureau,Electors for Polling Station/Électeurs du bureau,Candidate’s Family Name/Nom de famille du candidat,Candidate’s Middle Name/Second prénom du candidat,Candidate’s First Name/Prénom du candidat,Political Affiliation Name_English/Appartenance politique_Anglais,Political Affiliation Name_French/Appartenance politique_Français,Incumbent Indicator/Indicateur_Candidat sortant,Elected Candidate Indicator/Indicateur du candidat élu,Candidate Poll Votes Count/Votes du candidat pour le bureau
35081,"Parkdale--High Park","Parkdale--High Park"," 2","Toronto",N,N,"",0,384,"Royer","","Carol","Independent","Indépendant",N,N,0
35081,"Parkdale--High Park","Parkdale--High Park"," 2","Toronto",N,N,"",0,384,"Virani","","Arif","Liberal","Libéral",N,Y,78
35081,"Parkdale--High Park","Parkdale--High Park"," 3","Toronto",N,N,"",0,414,"Allen","","Ian","Conservative","Conservateur",N,N,19
35081,"Parkdale--High Park","Parkdale--High Park"," 3","Toronto",N,N,"",0,414,"Gershuny","","Lorne","Marxist-Leninist","Marxiste-Léniniste",N,N,0
35081,"Parkdale--High Park","Parkdale--High Park"," 3","Toronto",N,N,"",0,414,"Jeftovic","","Mark","Libertarian","Libertarien",N,N,5
35081,"Parkdale--High Park","Parkdale--High Park"," 3","Toronto",N,N,"",0,414,"Nash","","Peggy","NDP-New Democratic Party","NPD-Nouveau Parti démocratique",Y,N,99
35081,"Parkdale--High Park","Parkdale--High Park"," 3","Toronto",N,N,"",0,414,"Parker","","Terry","Radical Marijuana","Radical Marijuana",N,N,0
35081,"Parkdale--High Park","Parkdale--High Park"," 3","Toronto",N,N,"",0,414,"Phipps","","Adam","Green Party","Parti Vert",N,N,12
35081,"Parkdale--High Park","Parkdale--High Park"," 3","Toronto",N,N,"",0,414,"Royer","","Carol","Independent","Indépendant",N,N,0
35081,"Parkdale--High Park","Parkdale--High Park"," 3","Toronto",N,N,"",0,414,"Virani","","Arif","Liberal","Libéral",N,Y,92
35081,"Parkdale--High Park","Parkdale--High Park"," 4","Toronto",N,N,"",1,498,"Allen","","Ian","Conservative","Conservateur",N,N,33
35081,"Parkdale--High Park","Parkdale--High Park"," 4","Toronto",N,N,"",1,498,"Gershuny","","Lorne","Marxist-Leninist","Marxiste-Léniniste",N,N,0
35081,"Parkdale--High Park","Parkdale--High Park"," 4","Toronto",N,N,"",1,498,"Jeftovic","","Mark","Libertarian","Libertarien",N,N,2
35081,"Parkdale--High Park","Parkdale--High Park"," 4","Toronto",N,N,"",1,498,"Nash","","Peggy","NDP-New Democratic Party","NPD-Nouveau Parti démocratique",Y,N,111
35081,"Parkdale--High Park","Parkdale--High Park"," 4","Toronto",N,N,"",1,498,"Parker","","Terry","Radical Marijuana","Radical Marijuana",N,N,4
35081,"Parkdale--High Park","Parkdale--High Park"," 4","Toronto",N,N,"",1,498,"Phipps","","Adam","Green Party","Parti Vert",N,N,6
35081,"Parkdale--High Park","Parkdale--High Park"," 4","Toronto",N,N,"",1,498,"Royer","","Carol","Independent","Indépendant",N,N,0
35081,"Parkdale--High Park","Parkdale--High Park"," 4","Toronto",N,N,"",1,498,"Virani","","Arif","Liberal","Libéral",N,Y,87
35081,"Parkdale--High Park","Parkdale--High Park"," 5","Toronto",N,N,"",0,383,"Allen","","Ian","Conservative","Conservateur",N,N,24
35081,"Parkdale--High Park","Parkdale--High Park"," 5","Toronto",N,N,"",0,383,"Gershuny","","Lorne","Marxist-Leninist","Marxiste-Léniniste",N,N,0
35081,"Parkdale--High Park","Parkdale--High Park"," 5","Toronto",N,N,"",0,383,"Jeftovic","","Mark","Libertarian","Libertarien",N,N,0
35081,"Parkdale--High Park","Parkdale--High Park"," 5","Toronto",N,N,"",0,383,"Nash","","Peggy","NDP-New Democratic Party","NPD-Nouveau Parti démocratique",Y,N,103
35081,"Parkdale--High Park","Parkdale--High Park"," 5","Toronto",N,N,"",0,383,"Parker","","Terry","Radical Marijuana","Radical Marijuana",N,N,2
35081,"Parkdale--High Park","Parkdale--High Park"," 5","Toronto",N,N,"",0,383,"Phipps","","Adam","Green Party","Parti Vert",N,N,3
35081,"Parkdale--High Park","Parkdale--High Park"," 5","Toronto",N,N,"",0,383,"Royer","","Carol","Independent","Indépendant",N,N,0
35081,"Parkdale--High Park","Parkdale--High Park"," 5","Toronto",N,N,"",0,383,"Virani","","Arif","Liberal","Libéral",N,Y,89
35081,"Parkdale--High Park","Parkdale--High Park"," 6A","Toronto",N,N,"",2,511,"Allen","","Ian","Conservative","Conservateur",N,N,18
35081,"Parkdale--High Park","Parkdale--High Park"," 6A","Toronto",N,N,"",2,511,"Gershuny","","Lorne","Marxist-Leninist","Marxiste-Léniniste",N,N,0
35081,"Parkdale--High Park","Parkdale--High Park"," 6A","Toronto",N,N,"",2,511,"Jeftovic","","Mark","Libertarian","Libertarien",N,N,4
35081,"Parkdale--High Park","Parkdale--High Park"," 6A","Toronto",N,N,"",2,511,"Nash","","Peggy","NDP-New Democratic Party","NPD-Nouveau Parti démocratique",Y,N,189
35081,"Parkdale--High Park","Parkdale--High Park"," 6A","Toronto",N,N,"",2,511,"Parker","","Terry","Radical Marijuana","Radical Marijuana",N,N,2
35081,"Parkdale--High Park","Parkdale--High Park"," 6A","Toronto",N,N,"",2,511,"Phipps","","Adam","Green Party","Parti Vert",N,N,7
35081,"Parkdale--High Park","Parkdale--High Park"," 6A","Toronto",N,N,"",2,511,"Royer","","Carol","Independent","Indépendant",N,N,0
35081,"Parkdale--High Park","Parkdale--High Park"," 6A","Toronto",N,N,"",2,511,"Virani","","Arif","Liberal","Libéral",N,Y,141
35081,"Parkdale--High Park","Parkdale--High Park"," 6B","Toronto",N,N,"7",0,38,"Allen","","Ian","Conservative","Conservateur",N,N,0
35081,"Parkdale--High Park","Parkdale--High Park"," 6B","Toronto",N,N,"7",0,38,"Gershuny","","Lorne","Marxist-Leninist","Marxiste-Léniniste",N,N,0
35081,"Parkdale--High Park","Parkdale--High Park"," 6B","Toronto",N,N,"7",0,38,"Jeftovic","","Mark","Libertarian","Libertarien",N,N,0
35081,"Parkdale--High Park","Parkdale--High Park"," 6B","Toronto",N,N,"7",0,38,"Nash","","Peggy","NDP-New Democratic Party","NPD-Nouveau Parti démocratique",Y,N,0
35081,"Parkdale--High Park","Parkdale--High Park"," 6B","Toronto",N,N,"7",0,38,"Parker","","Terry","Radical Marijuana","Radical Marijuana",N,N,0
35081,"Parkdale--High Park","Parkdale--High Park"," 6B","Toronto",N,N,"7",0,38,"Phipps","","Adam","Green Party","Parti Vert",N,N,0
35081,"Parkdale--High Park","Parkdale--High Park"," 6B","Toronto",N,N,"7",0,38,"Royer","","Carol","Independent","Indépendant",N,N,0
35081,"Parkdale--High Park","Parkdale--High Park"," 6B","Toronto",N,N,"7",0,38,"Virani","","Arif","Liberal","Libéral",N,Y,0
35081,"Parkdale--High Park","Parkdale--High Park"," 7","Toronto",N,N,"",0,456,"Allen","","Ian","Conservative","Conservateur",N,N,30
35081,"Parkdale--High Park","Parkdale--High Park"," 7","Toronto",N,N,"",0,456,"Gershuny","","Lorne","Marxist-Leninist","Marxiste-Léniniste",N,N,2
35081,"Parkdale--High Park","Parkdale--High Park"," 7","Toronto",N,N,"",0,456,"Jeftovic","","Mark","Libertarian","Libertarien",N,N,1
35081,"Parkdale--High Park","Parkdale--High Park"," 7","Toronto",N,N,"",0,456,"Nash","","Peggy","NDP-New Democratic Party","NPD-Nouveau Parti démocratique",Y,N,125
35081,"Parkdale--High Park","Parkdale--High Park"," 7","Toronto",N,N,"",0,456,"Parker","","Terry","Radical Marijuana","Radical Marijuana",N,N,6
35081,"Parkdale--High Park","Parkdale--High Park"," 7","Toronto",N,N,"",0,456,"Phipps","","Adam","Green Party","Parti Vert",N,N,10
35081,"Parkdale--High Park","Parkdale--High Park"," 7","Toronto",N,N,"",0,456,"Royer","","Carol","Independent","Indépendant",N,N,0
35081,"Parkdale--High Park","Parkdale--High Park"," 7","Toronto",N,N,"",0,456,"Virani","","Arif","Liberal","Libéral",N,Y,112
35081,"Parkdale--High Park","Parkdale--High Park"," 8A","Toronto",N,N,"",0,408,"Allen","","Ian","Conservative","Conservateur",N,N,28
35081,"Parkdale--High Park","Parkdale--High Park"," 8A","Toronto",N,N,"",0,408,"Gershuny","","Lorne","Marxist-Leninist","Marxiste-Léniniste",N,N,0
35081,"Parkdale--High Park","Parkdale--High Park"," 8A","Toronto",N,N,"",0,408,"Jeftovic","","Mark","Libertarian","Libertarien",N,N,1
35081,"Parkdale--High Park","Parkdale--High Park"," 8A","Toronto",N,N,"",0,408,"Nash","","Peggy","NDP-New Democratic Party","NPD-Nouveau Parti démocratique",Y,N,131
35081,"Parkdale--High Park","Parkdale--High Park"," 8A","Toronto",N,N,"",0,408,"Parker","","Terry","Radical Marijuana","Radical Marijuana",N,N,0
35081,"Parkdale--High Park","Parkdale--High Park"," 8A","Toronto",N,N,"",0,408,"Phipps","","Adam","Green Party","Parti Vert",N,N,9
35081,"Parkdale--High Park","Parkdale--High Park"," 8A","Toronto",N,N,"",0,408,"Royer","","Carol","Independent","Indépendant",N,N,0
35081,"Parkdale--High Park","Parkdale--High Park"," 8A","Toronto",N,N,"",0,408,"Virani","","Arif","Liberal","Libéral",N,Y,113
35081,"Parkdale--High Park","Parkdale--High Park"," 8B","Toronto",N,N,"7",0,56,"Allen","","Ian","Conservative","Conservateur",N,N,0
35081,"Parkdale--High Park","Parkdale--High Park"," 8B","Toronto",N,N,"7",0,56,"Gershuny","","Lorne","Marxist-Leninist","Marxiste-Léniniste",N,N,0
35081,"Parkdale--High Park","Parkdale--High Park"," 8B","Toronto",N,N,"7",0,56,"Jeftovic","","Mark","Libertarian","Libertarien",N,N,0
35081,"Parkdale--High Park","Parkdale--High Park"," 8B","Toronto",N,N,"7",0,56,"Nash","","Peggy","NDP-New Democratic Party","NPD-Nouveau Parti démocratique",Y,N,0
35081,"Parkdale--High Park","Parkdale--High Park"," 8B","Toronto",N,N,"7",0,56,"Parker","","Terry","Radical Marijuana","Radical Marijuana",N,N,0
35081,"Parkdale--High Park","Parkdale--High Park"," 8B","Toronto",N,N,"7",0,56,"Phipps","","Adam","Green Party","Parti Vert",N,N,0
35081,"Parkdale--High Park","Parkdale--High Park"," 8B","Toronto",N,N,"7",0,56,"Royer","","Carol","Independent","Indépendant",N,N,0
35081,"Parkdale--High Park","Parkdale--High Park"," 8B","Toronto",N,N,"7",0,56,"Virani","","Arif","Liberal","Libéral",N,Y,0
35081,"Parkdale--High Park","Parkdale--High Park"," 9","Toronto",N,N,"",1,477,"Allen","","Ian","Conservative","Conservateur",N,N,12
35081,"Parkdale--High Park","Parkdale--High Park"," 9","Toronto",N,N,"",1,477,"Gershuny","","Lorne","Marxist-Leninist","Marxiste-Léniniste",N,N,0
35081,"Parkdale--High Park","Parkdale--High Park"," 9","Toronto",N,N,"",1,477,"Jeftovic","","Mark","Libertarian","Libertarien",N,N,3
35081,"Parkdale--High Park","Parkdale--High Park"," 9","Toronto",N,N,"",1,477,"Nash","","Peggy","NDP-New Democratic Party","NPD-Nouveau Parti démocratique",Y,N,123
35081,"Parkdale--High Park","Parkdale--High Park"," 9","Toronto",N,N,"",1,477,"Parker","","Terry","Radical Marijuana","Radical Marijuana",N,N,2
35081,"Parkdale--High Park","Parkdale--High Park"," 9","Toronto",N,N,"",1,477,"Phipps","","Adam","Green Party","Parti Vert",N,N,13
35081,"Parkdale--High Park","Parkdale--High Park"," 9","Toronto",N,N,"",1,477,"Royer","","Carol","Independent","Indépendant",N,N,0
35081,"Parkdale--High Park","Parkdale--High Park"," 9","Toronto",N,N,"",1,477,"Virani","","Arif","Liberal","Libéral",N,Y,86
35081,"Parkdale--High Park","Parkdale--High Park"," 10","Toronto",N,N,"",1,446,"Allen","","Ian","Conservative","Conservateur",N,N,23
35081,"Parkdale--High Park","Parkdale--High Park"," 10","Toronto",N,N,"",1,446,"Gershuny","","Lorne","Marxist-Leninist","Marxiste-Léniniste",N,N,0
35081,"Parkdale--High Park","Parkdale--High Park"," 10","Toronto",N,N,"",1,446,"Jeftovic","","Mark","Libertarian","Libertarien",N,N,3
35081,"Parkdale--High Park","Parkdale--High Park"," 10","Toronto",N,N,"",1,446,"Nash","","Peggy","NDP-New Democratic Party","NPD-Nouveau Parti démocratique",Y,N,113
35081,"Parkdale--High Park","Parkdale--High Park"," 10","Toronto",N,N,"",1,446,"Parker","","Terry","Radical Marijuana","Radical Marijuana",N,N,1
35081,"Parkdale--High Park","Parkdale--High Park"," 10","Toronto",N,N,"",1,446,"Phipps","","Adam","Green Party","Parti Vert",N,N,10
35081,"Parkdale--High Park","Parkdale--High Park"," 10","Toronto",N,N,"",1,446,"Royer","","Carol","Independent","Indépendant",N,N,0
35081,"Parkdale--High Park","Parkdale--High Park"," 10","Toronto",N,N,"",1,446,"Virani","","Arif","Liberal","Libéral",N,Y,113
35081,"Parkdale--High Park","Parkdale--High Park"," 11","Toronto",N,N,"",1,417,"Allen","","Ian","Conservative","Conservateur",N,N,29
35081,"Parkdale--High Park","Parkdale--High Park"," 11","Toronto",N,N,"",1,417,"Gershuny","","Lorne","Marxist-Leninist","Marxiste-Léniniste",N,N,0
35081,"Parkdale--High Park","Parkdale--High Park"," 11","Toronto",N,N,"",1,417,"Jeftovic","","Mark","Libertarian","Libertarien",N,N,2
35081,"Parkdale--High Park","Parkdale--High Park"," 11","Toronto",N,N,"",1,417,"Nash","","Peggy","NDP-New Democratic Party","NPD-Nouveau Parti démocratique",Y,N,79
35081,"Parkdale--High Park","Parkdale--High Park"," 11","Toronto",N,N,"",1,417,"Parker","","Terry","Radical Marijuana","Radical Marijuana",N,N,0
35081,"Parkdale--High Park","Parkdale--High Park"," 11","Toronto",N,N,"",1,417,"Phipps","","Adam","Green Party","Parti Vert",N,N,12
35081,"Parkdale--High Park","Parkdale--High Park"," 11","Toronto",N,N,"",1,417,"Royer","","Carol","Independent","Indépendant",N,N,0
35081,"Parkdale--High Park","Parkdale--High Park"," 11","Toronto",N,N,"",1,417,"Virani","","Arif","Liberal","Libéral",N,Y,92
35081,"Parkdale--High Park","Parkdale--High Park"," 12","Toronto",N,N,"",0,337,"Allen","","Ian","Conservative","Conservateur",N,N,30
35081,"Parkdale--High Park","Parkdale--High Park"," 12","Toronto",N,N,"",0,337,"Gershuny","","Lorne","Marxist-Leninist","Marxiste-Léniniste",N,N,0
35081,"Parkdale--High Park","Parkdale--High Park"," 12","Toronto",N,N,"",0,337,"Jeftovic","","Mark","Libertarian","Libertarien",N,N,4
35081,"Parkdale--High Park","Parkdale--High Park"," 12","Toronto",N,N,"",0,337,"Nash","","Peggy","NDP-New Democratic Party","NPD-Nouveau Parti démocratique",Y,N,76
35081,"Parkdale--High Park","Parkdale--High Park"," 12","Toronto",N,N,"",0,337,"Parker","","Terry","Radical Marijuana","Radical Marijuana",N,N,0
35081,"Parkdale--High Park","Parkdale--High Park"," 12","Toronto",N,N,"",0,337,"Phipps","","Adam","Green Party","Parti Vert",N,N,5
35081,"Parkdale--High Park","Parkdale--High Park"," 12","Toronto",N,N,"",0,337,"Royer","","Carol","Independent","Indépendant",N,N,0
35081,"Parkdale--High Park","Parkdale--High Park"," 12","Toronto",N,N,"",0,337,"Virani","","Arif","Liberal","Libéral",N,Y,74
35081,"Parkdale--High Park","Parkdale--High Park"," 13","Toronto",N,N,"",0,447,"Allen","","Ian","Conservative","Conservateur",N,N,39
35081,"Parkdale--High Park","Parkdale--High Park"," 13","Toronto",N,N,"",0,447,"Gershuny","","Lorne","Marxist-Leninist","Marxiste-Léniniste",N,N,0
35081,"Parkdale--High Park","Parkdale--High Park"," 13","Toronto",N,N,"",0,447,"Jeftovic","","Mark","Libertarian","Libertarien",N,N,0
35081,"Parkdale--High Park","Parkdale--High Park"," 13","Toronto",N,N,"",0,447,"Nash","","Peggy","NDP-New Democratic Party","NPD-Nouveau Parti démocratique",Y,N,98
35081,"Parkdale--High Park","Parkdale--High Park"," 13","Toronto",N,N,"",0,447,"Parker","","Terry","Radical Marijuana","Radical Marijuana",N,N,0
35081,"Parkdale--High Park","Parkdale--High Park"," 13","Toronto",N,N,"",0,447,"Phipps","","Adam","Green Party","Parti Vert",N,N,10
35081,"Parkdale--High Park","Parkdale--High Park"," 13","Toronto",N,N,"",0,447,"Royer","","Carol","Independent","Indépendant",N,N,0
35081,"Parkdale--High Park","Parkdale--High Park"," 13","Toronto",N,N,"",0,447,"Virani","","Arif","Liberal","Libéral",N,Y,126
35081,"Parkdale--High Park","Parkdale--High Park"," 14","Toronto",N,N,"",1,340,"Allen","","Ian","Conservative","Conservateur",N,N,27
35081,"Parkdale--High Park","Parkdale--High Park"," 14","Toronto",N,N,"",1,340,"Gershuny","","Lorne","Marxist-Leninist","Marxiste-Léniniste",N,N,0
35081,"Parkdale--High Park","Parkdale--High Park"," 14","Toronto",N,N,"",1,340,"Jeftovic","","Mark","Libertarian","Libertarien",N,N,1
35081,"Parkdale--High Park","Parkdale--High Park"," 14","Toronto",N,N,"",1,340,"Nash","","Peggy","NDP-New Democratic Party","NPD-Nouveau Parti démocratique",Y,N,80
35081,"Parkdale--High Park","Parkdale--High Park"," 14","Toronto",N,N,"",1,340,"Parker","","Terry","Radical Marijuana","Radical Marijuana",N,N,0
35081,"Parkdale--High Park","Parkdale--High Park"," 14","Toronto",N,N,"",1,340,"Phipps","","Adam","Green Party","Parti Vert",N,N,5
35081,"Parkdale--High Park","Parkdale--High Park"," 14","Toronto",N,N,"",1,340,"Royer","","Carol","Independent","Indépendant",N,N,1
35081,"Parkdale--High Park","Parkdale--High Park"," 14","Toronto",N,N,"",1,340,"Virani","","Arif","Liberal","Libéral",N,Y,73
35081,"Parkdale--High Park","Parkdale--High Park"," 15","Toronto",N,N,"",0,483,"Allen","","Ian","Conservative","Conservateur",N,N,32
35081,"Parkdale--High Park","Parkdale--High Park"," 15","Toronto",N,N,"",0,483,"Gershuny","","Lorne","Marxist-Leninist","Marxiste-Léniniste",N,N,0
35081,"Parkdale--High Park","Parkdale--High Park"," 15","Toronto",N,N,"",0,483,"Jeftovic","","Mark","Libertarian","Libertarien",N,N,4
35081,"Parkdale--High Park","Parkdale--High Park"," 15","Toronto",N,N,"",0,483,"Nash","","Peggy","NDP-New Democratic Party","NPD-Nouveau Parti démocratique",Y,N,102
35081,"Parkdale--High Park","Parkdale--High Park"," 15","Toronto",N,N,"",0,483,"Parker","","Terry","Radical Marijuana","Radical Marijuana",N,N,0
35081,"Parkdale--High Park","Parkdale--High Park"," 15","Toronto",N,N,"",0,483,"Phipps","","Adam","Green Party","Parti Vert",N,N,9
35081,"Parkdale--High Park","Parkdale--High Park"," 15","Toronto",N,N,"",0,483,"Royer","","Carol","Independent","Indépendant",N,N,0
35081,"Parkdale--High Park","Parkdale--High Park"," 15","Toronto",N,N,"",0,483,"Virani","","Arif","Liberal","Libéral",N,Y,103
35081,"Parkdale--High Park","Parkdale--High Park"," 16","Toronto",N,N,"",0,533,"Allen","","Ian","Conservative","Conservateur",N,N,37
35081,"Parkdale--High Park","Parkdale--High Park"," 16","Toronto",N,N,"",0,533,"Gershuny","","Lorne","Marxist-Leninist","Marxiste-Léniniste",N,N,0
35081,"Parkdale--High Park","Parkdale--High Park"," 16","Toronto",N,N,"",0,533,"Jeftovic","","Mark","Libertarian","Libertarien",N,N,1
35081,"Parkdale--High Park","Parkdale--High Park"," 16","Toronto",N,N,"",0,533,"Nash","","Peggy","NDP-New Democratic Party","NPD-Nouveau Parti démocratique",Y,N,103
35081,"Parkdale--High Park","Parkdale--High Park"," 16","Toronto",N,N,"",0,533,"Parker","","Terry","Radical Marijuana","Radical Marijuana",N,N,0
35081,"Parkdale--High Park","Parkdale--High Park"," 16","Toronto",N,N,"",0,533,"Phipps","","Adam","Green Party","Parti Vert",N,N,20
35081,"Parkdale--High Park","Parkdale--High Park"," 16","Toronto",N,N,"",0,533,"Royer","","Carol","Independent","Indépendant",N,N,0
35081,"Parkdale--High Park","Parkdale--High Park"," 16","Toronto",N,N,"",0,533,"Virani","","Arif","Liberal","Libéral",N,Y,139
35081,"Parkdale--High Park","Parkdale--High Park"," 17","Toronto",N,N,"",0,382,"Allen","","Ian","Conservative","Conservateur",N,N,33
35081,"Parkdale--High Park","Parkdale--High Park"," 17","Toronto",N,N,"",0,382,"Gershuny","","Lorne","Marxist-Leninist","Marxiste-Léniniste",N,N,0
35081,"Parkdale--High Park","Parkdale--High Park"," 17","Toronto",N,N,"",0,382,"Jeftovic","","Mark","Libertarian","Libertarien",N,N,2
35081,"Parkdale--High Park","Parkdale--High Park"," 17","Toronto",N,N,"",0,382,"Nash","","Peggy","NDP-New Democratic Party","NPD-Nouveau Parti démocratique",Y,N,86
35081,"Parkdale--High Park","Parkdale--High Park"," 17","Toronto",N,N,"",0,382,"Parker","","Terry","Radical Marijuana","Radical Marijuana",N,N,0
35081,"Parkdale--High Park","Parkdale--High Park"," 17","Toronto",N,N,"",0,382,"Phipps","","Adam","Green Party","Parti Vert",N,N,6
35081,"Parkdale--High Park","Parkdale--High Park"," 17","Toronto",N,N,"",0,382,"Royer","","Carol","Independent","Indépendant",N,N,0
35081,"Parkdale--High Park","Parkdale--High Park"," 17","Toronto",N,N,"",0,382,"Virani","","Arif","Liberal","Libéral",N,Y,94
35081,"Parkdale--High Park","Parkdale--High Park"," 18","Toronto",N,N,"",0,515,"Allen","","Ian","Conservative","Conservateur",N,N,31
35081,"Parkdale--High Park","Parkdale--High Park"," 18","Toronto",N,N,"",0,515,"Gershuny","","Lorne","Marxist-Leninist","Marxiste-Léniniste",N,N,1
35081,"Parkdale--High Park","Parkdale--High Park"," 18","Toronto",N,N,"",0,515,"Jeftovic","","Mark","Libertarian","Libertarien",N,N,3
35081,"Parkdale--High Park","Parkdale--High Park"," 18","Toronto",N,N,"",0,515,"Nash","","Peggy","NDP-New Democratic Party","NPD-Nouveau Parti démocratique",Y,N,93
35081,"Parkdale--High Park","Parkdale--High Park"," 18","Toronto",N,N,"",0,515,"Parker","","Terry","Radical Marijuana","Radical Marijuana",N,N,2
35081,"Parkdale--High Park","Parkdale--High Park"," 18","Toronto",N,N,"",0,515,"Phipps","","Adam","Green Party","Parti Vert",N,N,13
35081,"Parkdale--High Park","Parkdale--High Park"," 18","Toronto",N,N,"",0,515,"Royer","","Carol","Independent","Indépendant",N,N,0
35081,"Parkdale--High Park","Parkdale--High Park"," 18","Toronto",N,N,"",0,515,"Virani","","Arif","Liberal","Libéral",N,Y,122
35081,"Parkdale--High Park","Parkdale--High Park"," 19","Toronto",N,N,"",0,479,"Allen","","Ian","Conservative","Conservateur",N,N,25
35081,"Parkdale--High Park","Parkdale--High Park"," 19","Toronto",N,N,"",0,479,"Gershuny","","Lorne","Marxist-Leninist","Marxiste-Léniniste",N,N,0
35081,"Parkdale--High Park","Parkdale--High Park"," 19","Toronto",N,N,"",0,479,"Jeftovic","","Mark","Libertarian","Libertarien",N,N,1
35081,"Parkdale--High Park","Parkdale--High Park"," 19","Toronto",N,N,"",0,479,"Nash","","Peggy","NDP-New Democratic Party","NPD-Nouveau Parti démocratique",Y,N,136
35081,"Parkdale--High Park","Parkdale--High Park"," 19","Toronto",N,N,"",0,479,"Parker","","Terry","Radical Marijuana","Radical Marijuana",N,N,1
35081,"Parkdale--High Park","Parkdale--High Park"," 19","Toronto",N,N,"",0,479,"Phipps","","Adam","Green Party","Parti Vert",N,N,19
35081,"Parkdale--High Park","Parkdale--High Park"," 19","Toronto",N,N,"",0,479,"Royer","","Carol","Independent","Indépendant",N,N,0
35081,"Parkdale--High Park","Parkdale--High Park"," 19","Toronto",N,N,"",0,479,"Virani","","Arif","Liberal","Libéral",N,Y,111
35081,"Parkdale--High Park","Parkdale--High Park"," 20","Toronto",N,N,"",3,335,"Allen","","Ian","Conservative","Conservateur",N,N,22
35081,"Parkdale--High Park","Parkdale--High Park"," 20","Toronto",N,N,"",3,335,"Gershuny","","Lorne","Marxist-Leninist","Marxiste-Léniniste",N,N,1
35081,"Parkdale--High Park","Parkdale--High Park"," 20","Toronto",N,N,"",3,335,"Jeftovic","","Mark","Libertarian","Libertarien",N,N,2
35081,"Parkdale--High Park","Parkdale--High Park"," 20","Toronto",N,N,"",3,335,"Nash","","Peggy","NDP-New Democratic Party","NPD-Nouveau Parti démocratique",Y,N,79
35081,"Parkdale--High Park","Parkdale--High Park"," 20","Toronto",N,N,"",3,335,"Parker","","Terry","Radical Marijuana","Radical Marijuana",N,N,0
